>> OverHorizonProfiles
Stn 1, 2.8 GHz, 139.47 km, 12 mr, SHANGHAI      [SHAN] - CHANGZHOU     [CHAN], calculated dist = 139.3858 km, error = -0.084234 km
Stn 2307, 2.12 GHz, 225.67 km, 22.05 mr, KOKUBUNJI     [KOKU] - NIHONMATSU    [NIHO], calculated dist = 225.5304 km, error = -0.13962 km
Stn 2311, 0.6 GHz, 364.52 km, 61.35 mr, KOKUBUNJI     [KOKU] - MT IKOMA      [MTIK], calculated dist = 364.2942 km, error = -0.22577 km
Stn 2360, 1.85 GHz, 242.52 km, 12.27 mr, HOCHBLAUEN    [HOCH] - DARMSTADT     [DARM], calculated dist = 242.3717 km, error = -0.14828 km
Stn 2388, 1.72 GHz, 419.1 km, 49.92 mr, LOHBRUGGE     [LOH ] - DARMSTADT     [DARM], calculated dist = 418.4475 km, error = -0.65251 km
Stn 2475, 1.8 GHz, 722.01 km, 86.34 mr, SAIGON        [SAIG] - BANGKOK       [BANG], calculated dist = 721.5609 km, error = -0.44911 km
Stn 2632, 2.17 GHz, 325.1 km, 34.78 mr, LANNION       [LAN ] - CONCHES       [CONC], calculated dist = 323.9335 km, error = -1.1665 km
Stn 2633, 2.17 GHz, 325.1 km, 34.6 mr, LANNION       [LAN ] - CONCHES       [CONC], calculated dist = 323.9335 km, error = -1.1665 km
Stn 2634, 2.17 GHz, 325.1 km, 34.8 mr, LANNION       [LAN ] - CONCHES       [CONC], calculated dist = 323.9335 km, error = -1.1665 km
Stn 2635, 2.17 GHz, 325.1 km, 34.8 mr, LANNION       [LAN ] - CONCHES       [CONC], calculated dist = 323.9335 km, error = -1.1665 km
Stn 2636, 2.17 GHz, 159.9 km, 9.03 mr, LANNION       [LAN ] - VILLEDIEU     [VILL], calculated dist = 159.2917 km, error = -0.60826 km
Stn 2637, 2.17 GHz, 159.9 km, 9.27 mr, LANNION       [LAN ] - VILLEDIEU     [VILL], calculated dist = 159.2917 km, error = -0.60826 km
Stn 2638, 2.17 GHz, 483.1 km, 52.79 mr, LANNION       [LAN ] - LAFERTE S.J.  [LAFE], calculated dist = 481.307 km, error = -1.793 km
Stn 2639, 2.17 GHz, 483.1 km, 56.43 mr, LANNION       [LAN ] - LAFERTE S.J.  [LAFE], calculated dist = 481.307 km, error = -1.793 km
Stn 4012, 0.5 GHz, 121.36 km, 2.73 mr, ROWRIDGE ENG  [ROWR] - ALDERNEY ENG  [ADY ], calculated dist = 121.2865 km, error = -0.073475 km
Stn 4013, 0.5 GHz, 121.36 km, 2.16 mr, ROWRIDGE ENG  [ROWR] - ALDERNEY ENG  [ADY ], calculated dist = 121.2865 km, error = -0.073475 km
Stn 4015, 0.57 GHz, 128.36 km, 75.43 mr, CRYSTAL PALACE[CRY ] - STOW-ON-T.WOLD[STOW], calculated dist = 128.2745 km, error = -0.085452 km
Stn 4019, 0.57 GHz, 140.83 km, 9.1 mr, CRYSTAL PALACE[CRY ] - ALDEBURGH ENG [ALD ], calculated dist = 140.7372 km, error = -0.092801 km
Stn 4022, 0.5 GHz, 172.85 km, 8.18 mr, ROWRIDGE ENG  [ROWR] - TORTEVAL  C.I.[TORT], calculated dist = 172.7421 km, error = -0.10787 km
Stn 4025, 0.57 GHz, 179.39 km, 10.73 mr, CRYSTAL PALACE[CRY ] - EAST HARPTREE [EHP ], calculated dist = 179.2803 km, error = -0.10974 km
Stn 4029, 0.65 GHz, 193.09 km, 13.94 mr, LE HAVRE      [LEHA] - CHRISTCHURCH E[CHR ], calculated dist = 192.9678 km, error = -0.12218 km
Stn 4030, 0.77 GHz, 196.06 km, 17.06 mr, SCHEVENINGEN  [SCH ] - BAWDSEY ENG   [BAWD], calculated dist = 195.9338 km, error = -0.12623 km
Stn 4033, 0.65 GHz, 200.95 km, 27.65 mr, LE HAVRE      [LEHA] - KINGSWOOD ENG [KING], calculated dist = 200.8266 km, error = -0.12342 km
Stn 4035, 0.51 GHz, 212.02 km, 11.51 mr, CAEN          [CAEN] - CHRISTCHURCH E[CHR ], calculated dist = 211.8892 km, error = -0.13085 km
Stn 4037, 0.56 GHz, 210.46 km, 23.62 mr, PONTOP PIKE   [PONT] - DORKET HEAD E [DORK], calculated dist = 210.3243 km, error = -0.1357 km
Stn 4038, 0.56 GHz, 217.68 km, 18.88 mr, SCHEVENINGEN  [SCH ] - TACOLNESTON EN[TACO], calculated dist = 217.5439 km, error = -0.13615 km
Stn 4039, 0.77 GHz, 218.56 km, 20.16 mr, SCHEVENINGEN  [SCH ] - MANNINGTREE EN[MANN], calculated dist = 218.4194 km, error = -0.14063 km
Stn 4041, 0.65 GHz, 234.57 km, 22.73 mr, LE HAVRE      [LEHA] - CAVERSHAM ENG [CAVE], calculated dist = 234.4229 km, error = -0.14708 km
Stn 4045, 0.51 GHz, 259.93 km, 33.4 mr, CAEN          [CAEN] - KINGSWOOD ENG [KING], calculated dist = 259.7718 km, error = -0.15818 km
Stn 4046, 0.77 GHz, 261.69 km, 36.6 mr, SCHEVENINGEN  [SCH ] - GREAT BADDOW  [BAD ], calculated dist = 261.5303 km, error = -0.15973 km
Stn 4050, 0.65 GHz, 281.61 km, 28.17 mr, LE HAVRE      [LEHA] - MURSLEY ENG   [MURS], calculated dist = 281.4307 km, error = -0.17932 km
Stn 4051, 0.51 GHz, 280.68 km, 23.24 mr, CAEN          [CAEN] - CAVERSHAM ENG [CAVE], calculated dist = 280.4997 km, error = -0.18026 km
Stn 4052, 0.57 GHz, 282.29 km, 23.83 mr, CRYSTAL PALACE[CRY ] - HALWELL ENG   [HALW], calculated dist = 282.1081 km, error = -0.18185 km
Stn 4054, 0.77 GHz, 307.59 km, 29.35 mr, SCHEVENINGEN  [SCH ] - BROOKMANS PARK[BROO], calculated dist = 307.3955 km, error = -0.1945 km
Stn 4055, 0.77 GHz, 311.62 km, 35.47 mr, SCHEVENINGEN  [SCH ] - HATFIELD ENG  [HATF], calculated dist = 311.4274 km, error = -0.19262 km
Stn 4057, 0.77 GHz, 321.4 km, 33.11 mr, SCHEVENINGEN  [SCH ] - KINGSWOOD ENG [KING], calculated dist = 321.2016 km, error = -0.19842 km
Stn 4059, 0.51 GHz, 332.56 km, 29.08 mr, CAEN          [CAEN] - MURSLEY ENG   [MURS], calculated dist = 332.3479 km, error = -0.21215 km
Stn 4066, 0.54 GHz, 396.58 km, 34.43 mr, DUESSELDORF   [DUSS] - ALDEBURGH ENG [ALD ], calculated dist = 396.3311 km, error = -0.24894 km
Stn 4067, 0.54 GHz, 408.81 km, 37.59 mr, DORTMUND      [DORT] - ALDEBURGH ENG [ALD ], calculated dist = 408.5508 km, error = -0.25915 km
Stn 4068, 0.5 GHz, 408.81 km, 37.59 mr, DORTMUND      [DORT] - ALDEBURGH ENG [ALD ], calculated dist = 408.5508 km, error = -0.25915 km
Stn 4071, 0.54 GHz, 467.47 km, 43.14 mr, DUESSELDORF   [DUSS] - WICKHAMBROOK E[WICK], calculated dist = 467.1784 km, error = -0.29162 km
Stn 4078, 0.54 GHz, 599.44 km, 66.18 mr, DUESSELDORF   [DUSS] - BANBURY ENG   [BANB], calculated dist = 599.0627 km, error = -0.37734 km
Stn 7001, 1.3 GHz, 212.6 km, 20.685 mr, MARTLESHAM    [BTR ] - LEISCHENDAM   [LDM ], calculated dist = 212.5772 km, error = -0.022807 km
Stn 7002, 1.3 GHz, 298 km, 27.969 mr, MARTLESHAM    [BTR ] - EINDHOVEN     [EH1A], calculated dist = 298.0179 km, error = 0.01792 km
Stn 7003, 1.3 GHz, 593.8 km, 27.969 mr, MARTLESHAM    [BTR ] - BLAVAND       [BVD ], calculated dist = 593.4829 km, error = -0.31705 km
Stn 7004, 1.3 GHz, 839.4 km, 93.246 mr, MARTLESHAM    [BTR ] - LYNGBY        [LYA ], calculated dist = 839.4076 km, error = 0.0075565 km
Stn 7005, 1.3 GHz, 114 km, 11 mr, MARTLESHAM    [BTR ] - LONDON DTI ENG[DTI ], calculated dist = 113.7992 km, error = -0.2008 km
Stn 7006, 1.3 GHz, 114.4 km, 7.26 mr, MARTLESHAM    [BTR ] - LONDON BT TWR [BTL ], calculated dist = 114.2987 km, error = -0.10131 km
Stn 7007, 1.3 GHz, 974.4 km, 114.417 mr, MARTLESHAM    [BTR ] - TANUM         [TNM ], calculated dist = 974.3862 km, error = -0.013832 km
Stn 7008, 1.3 GHz, 199.4 km, 18.59 mr, MARTLESHAM    [BTR ] - SPARSHOLT FIRS[SPR ], calculated dist = 199.4435 km, error = 0.043486 km
Stn 7009, 1.3 GHz, 259 km, 23.87 mr, MARTLESHAM    [BTR ] - NERA (1)      [NER1], calculated dist = 258.8912 km, error = -0.10881 km
Stn 7010, 1.3 GHz, 204 km, 18.876 mr, MARTLESHAM    [BTR ] - SCHEVENINGEN  [SCH ], calculated dist = 204.0364 km, error = 0.036445 km
Stn 7011, 1.3 GHz, 568.4 km, 56.159 mr, MARTLESHAM    [BTR ] - DARMSTADT     [FTZ ], calculated dist = 568.5614 km, error = 0.16138 km
Stn 7012, 1.3 GHz, 518 km, 52.738 mr, MARTLESHAM    [BTR ] - BREMERHAVEN   [BHN ], calculated dist = 518.5551 km, error = 0.55506 km
Stn 7014, 1.3 GHz, 394 km, 37.765 mr, MARTLESHAM    [BTR ] - FREMONT POINT [FPJ ], calculated dist = 394.007 km, error = 0.0070485 km
Stn 7015, 1.3 GHz, 396.3 km, 38.814 mr, MARTLESHAM    [BTR ] - LES TOUILLETS [LTG ], calculated dist = 396.2192 km, error = -0.08082 km
Stn 7016, 1.3 GHz, 246 km, 20.418 mr, MARTLESHAM    [BTR ] - BREDA         [BDA ], calculated dist = 245.9188 km, error = -0.081184 km
Stn 7017, 1.3 GHz, 298 km, 26.483 mr, MARTLESHAM    [BTR ] - EINDHOVEN (1B)[EH1B], calculated dist = 298.0179 km, error = 0.01792 km
Stn 7018, 1.3 GHz, 259 km, 26.197 mr, MARTLESHAM    [BTR ] - NERA (2)      [NER2], calculated dist = 259.5874 km, error = 0.58735 km
Stn 7019, 1.3 GHz, 259 km, 24.467 mr, MARTLESHAM    [BTR ] - NERA (3)      [NER3], calculated dist = 259.5874 km, error = 0.58735 km
Stn 7020, 1.3 GHz, 216.7 km, 14.26 mr, KOELN         [KLN ] - LEIDSCHENDAM  [LDM ], calculated dist = 216.6674 km, error = -0.03255 km
Stn 7021, 1.3 GHz, 115.1 km, 4.52 mr, KOELN         [KLN ] - EINDHOVEN     [EHV2], calculated dist = 114.3877 km, error = -0.71233 km
Stn 7022, 1.3 GHz, 409.8 km, 38.094 mr, KOELN         [KLN ] - MARTLESHAM    [BTR ], calculated dist = 409.9663 km, error = 0.16634 km
Stn 7023, 1.3 GHz, 956.5 km, 105.349 mr, MARTLESHAM    [BTR ] - HAMBURG0      [HAM ], calculated dist = 956.9416 km, error = 0.44157 km
Stn 7026, 6.12 GHz, 222 km, 24.4 mr, BORUPS ALLE   [BOA ] - FREJLEV ALBORG[FRV ], calculated dist = 221.2445 km, error = -0.75551 km
Stn 7027, 7.48 GHz, 166.2 km, 21.1 mr, SOEHREWALD    [SWD ] - DARMSTADT     [FTZ ], calculated dist = 166.2248 km, error = 0.024767 km
Stn 7028, 2.65 GHz, 133.7 km, 23 mr, WIESENTHEID   [WTD ] - WOLFSKEHLEN   [WKN ], calculated dist = 133.741 km, error = 0.041015 km
Stn 7029, 6.67 GHz, 128.5 km, 8.3 mr, KOBLENZ       [KLZ ] - WIESEN        [WSN ], calculated dist = 128.4707 km, error = -0.029316 km
Stn 7030, 13.24 GHz, 207 km, 16.3 mr, LEISELHEIM    [LSM ] - DARMSTADT     [FTZ ], calculated dist = 206.8792 km, error = -0.12081 km
Stn 7031, 12.27 GHz, 210.4 km, 9.9 mr, KAISERSTUHL   [KSL ] - DARMSTADT     [FTZ ], calculated dist = 210.1692 km, error = -0.23076 km
Stn 7032, 11.7 GHz, 145.9 km, 11.5 mr, IRNSUM        [IRN ] - LEIDSCHENDAM  [LDM ], calculated dist = 145.8924 km, error = -0.0075854 km
Stn 7033, 6.4 GHz, 145.9 km, 11.5 mr, IRNSUM        [IRN ] - LEIDSCHENDAM  [LDM ], calculated dist = 145.8924 km, error = -0.0075854 km
Stn 7034, 7.3 GHz, 100 km, 4.6 mr, KOOTWIJK      [KWK ] - LEIDSCHENDAM  [LDM ], calculated dist = 99.856 km, error = -0.14399 km
Stn 7035, 11.37 GHz, 191 km, 16.7 mr, ROCKANJE      [RKJ ] - MARTLESHAM    [BTR ], calculated dist = 190.7731 km, error = -0.22688 km
Stn 7036, 11.43 GHz, 263 km, 25 mr, STAXTON WOLD  [STX ] - MARTLESHAM    [BTR ], calculated dist = 262.9715 km, error = -0.028519 km
